# file: throughput.csv  generated: 2026-07-29T12:06:04Z
# commands: cargo run --release -p slate-kv --example paper_throughput   (sections [per_run] and [summary_by_b_commit])
#           cargo run --release -p slate-kv --example paper_flash_calib   (section [flash_barrier_calibration])
# source: crates/slate-kv/examples/paper_throughput.rs, crates/slate-kv/examples/paper_flash_calib.rs
# git_head: 970324f20f3fc7d7df4249c4d51122f9a1a5e61c (clean tree except new untracked examples)  workspace_version: 0.4.0
# toolchain: cargo 1.97.1 (c980f4866 2026-06-30)
# host: macOS 26.5.2 / arm64 / 12 cores / 24 GiB
#
# PLATFORM WARNING: backend is FileFlash, a FILE-BACKED EMULATION of NOR flash on this host's
#   APFS filesystem. A 'program' is a read-back check plus a pwrite plus a durability barrier;
#   an 'erase' is a 0xFF overwrite. This is NOT Raspberry Pi silicon, NOT an ESP32, and NOT real
#   NOR flash. Absolute latencies and ops/s characterise THIS host. Only the shape of the curve
#   versus b_commit, and the commit/non-commit structure, transfer to a device.
#
# HEADLINE FINDING, and the reason section [flash_barrier_calibration] exists:
#   the two Durability modes are INDISTINGUISHABLE on this platform. Durability::OsCache calls
#   Rust's File::sync_data(), which on Darwin costs the same as fcntl(F_FULLFSYNC) (~8.0 ms p50
#   per 256 B page, both modes) -- while a raw libc::fsync on the same file is ~0.19 ms p50 and a
#   barrier-free pwrite is ~3 us p50. So OsCache is NOT the cheap barrier its name and the
#   'benchmark-only' comment in pi_bench.rs imply, on macOS. Any Full-vs-OsCache difference in
#   the rows below is run-to-run noise, not a durability effect. On Linux, flush_durable() takes
#   the #[cfg(not(target_os = "macos"))] branch and calls sync_data() for BOTH modes, so the two
#   are identical there by construction -- NOT MEASURED HERE (no Linux host in this session).
#
# Commit latency is fully accounted for by page count x per-page barrier cost: predicted
#   ceil(b_commit*157/256)+3 pages x 8.005 ms/page reproduces the measured commit-put mean to
#   within 0.98x-1.29x across the whole sweep. The engine adds no measurable cost of its own.
#
# platform=host os=macos arch=aarch64 backend=FileFlash(file-backed NOR emulation) NOT_raspberry_pi NOT_esp32 NOT_real_NOR_flash
# geometry: capacity=8388608 page=256 block=4096 profile=Pi auto_b=false staleness_budget_ms=1000 n_keys=2048 val_len=100 n_distinct_keys=1000 n_puts=2000 n_gets=2000 reps=3
# durability=Full is F_FULLFSYNC on macOS; durability=OsCache is sync_data (benchmark-only). commit-bearing puts identified by acked_seq() advancing, not by timing.
# stats columns are the post-put-phase snapshot, taken before the explicit flush commit.
# realized_puts_per_commit = acked_seq/commits, NOT n_puts/commits: the trailing partial batch is never flushed, and dividing by n_puts reports a batch larger than b_commit (133.3 at b_commit=128) purely from that tail. Asserted to within 0.5 of b_commit.
# CAVEAT, engine bug found while measuring: user_bytes is DOUBLE-COUNTED. Slate::append_hot adds (REC_OVERHEAD+key+val) and Db::put adds the same amount again for the same record, so every user_bytes below -- and any write amplification derived from it -- is exactly 2x too large. parity_bytes and marker_bytes are unaffected. Independently confirmed in slate-kv-sim by the same 2.0 ratio.
# get latency is served from the mounted volume with the index resident in RAM; the get phase follows an explicit commit, so no key is read out of the in-RAM batch. It is a warm path and includes no mount or replay cost.
# one row per (durability, b_commit, rep); rep is an independent freshly-formatted volume.
#
# Sections, each with its own header row:
#   [per_run]  one row per (durability, b_commit, rep) -- 3 independent freshly-formatted volumes
#   [summary_by_b_commit]  the same data aggregated over the 3 reps, with rep-to-rep CV
#   [flash_barrier_calibration]  per-page HAL cost with no engine, from paper_flash_calib
# Empty put_noncommit_* fields at b_commit=1 are a genuinely empty sample (every put commits),
#   deliberately left blank rather than filled with a placeholder zero.
[per_run]
durability,b_commit,rep,put_ops,put_wall_s,put_ops_per_s,put_all_n,put_all_mean_us,put_all_p50_us,put_all_p90_us,put_all_p99_us,put_all_max_us,put_commit_n,put_commit_mean_us,put_commit_p50_us,put_commit_p90_us,put_commit_p99_us,put_commit_max_us,put_noncommit_n,put_noncommit_mean_us,put_noncommit_p50_us,put_noncommit_p90_us,put_noncommit_p99_us,put_noncommit_max_us,get_ops,get_hits,get_wall_s,get_ops_per_s,get_n,get_mean_us,get_p50_us,get_p90_us,get_p99_us,get_max_us,commits,wakes,realized_puts_per_commit,acked_seq,live_keys,user_bytes,parity_bytes,marker_bytes,gc_bytes,ckpt_bytes,erases,gc_relocated
Full,16,1,2000,15.100032,132.5,2000,7549.795,9.167,21.167,121230.792,359646.083,125,120671.658,113720.042,125695.625,354789.167,359646.083,1875,8.337,5.542,12.500,45.792,213.541,2000,2000,0.012083,165525.8,2000,5.896,6.125,6.416,12.041,85.000,125,125,16.0000,2000,1000,628000,32000,64000,0,0,0,0
Full,16,2,2000,15.507787,129.0,2000,7753.702,5.666,20.416,129935.125,599847.334,125,123934.281,111821.958,135516.625,372977.834,599847.334,1875,8.330,4.667,11.667,35.417,622.208,2000,2000,0.011720,170655.7,2000,5.557,6.083,6.583,14.625,117.708,125,125,16.0000,2000,1000,628000,32000,64000,0,0,0,0
Full,27,0,2000,11.855133,168.7,2000,5927.399,4.667,12.750,163784.000,180862.959,74,160011.584,160712.000,166872.500,180862.959,180862.959,1926,7.238,4.334,10.250,32.542,116.291,2000,2000,0.013216,151330.8,2000,6.448,6.167,7.083,14.250,52.250,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
Full,27,1,2000,12.606012,158.7,2000,6302.924,1.958,6.125,169016.500,551334.375,74,170275.400,162786.875,182610.542,551334.375,551334.375,1926,2.839,1.917,4.708,12.583,208.500,2000,2000,0.004664,428843.2,2000,2.290,1.250,2.792,13.125,332.083,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
Full,27,2,2000,15.663111,127.7,2000,7831.417,1.959,9.833,203675.625,932894.709,74,211543.214,186799.125,245984.416,932894.709,932894.709,1926,4.484,1.958,9.500,39.375,336.416,2000,2000,0.006908,289529.9,2000,3.353,3.166,3.709,7.125,44.250,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
Full,32,0,2000,15.665399,127.7,2000,7832.479,4.375,15.208,251693.834,799322.667,62,252417.675,238082.375,283498.125,799322.667,799322.667,1938,7.772,4.250,11.583,51.208,133.708,2000,2000,0.005551,360276.5,2000,2.704,2.584,2.792,5.083,21.042,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
Full,32,1,2000,14.421461,138.7,2000,7210.589,3.958,12.625,241954.666,315843.625,62,232397.965,228987.166,259584.042,315843.625,315843.625,1938,6.453,3.917,10.125,46.625,387.500,2000,2000,0.013661,146398.6,2000,6.639,6.209,6.958,14.500,155.291,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
Full,32,2,2000,14.059107,142.3,2000,7029.406,3.917,11.167,232986.625,360328.459,62,226556.794,219895.042,264241.375,360328.459,360328.459,1938,6.342,3.917,9.917,36.500,212.417,2000,2000,0.014597,137018.4,2000,7.131,6.209,6.458,15.291,740.458,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
Full,64,0,2000,15.238481,131.2,2000,7619.116,4.083,10.208,433201.667,1088910.959,31,491120.399,454081.791,602778.333,1088910.959,1088910.959,1969,6.856,4.000,10.125,40.500,353.500,2000,2000,0.010544,189682.1,2000,5.116,4.542,6.291,12.042,50.375,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
Full,64,1,2000,12.485054,160.2,2000,6242.451,1.917,9.542,356994.750,605859.584,31,402506.769,385100.167,459368.542,605859.584,605859.584,1969,3.653,1.917,9.500,18.666,345.458,2000,2000,0.002449,816757.2,2000,1.193,1.208,1.292,2.125,4.084,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
Full,64,2,2000,13.160151,152.0,2000,6579.983,3.917,9.833,373058.333,1110085.917,31,424193.293,399596.041,464596.542,1110085.917,1110085.917,1969,5.066,3.917,9.750,24.708,186.584,2000,2000,0.006469,309166.8,2000,3.123,2.750,3.125,8.500,219.042,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
Full,128,0,2000,10.763073,185.8,2000,5381.421,3.958,9.667,49.000,800523.875,15,716838.153,708216.208,787554.208,800523.875,800523.875,1985,5.174,3.958,9.583,21.583,169.459,2000,2000,0.012681,157721.5,2000,6.156,6.167,6.459,15.000,81.375,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
Full,128,1,2000,12.521201,159.7,2000,6260.505,3.875,9.541,122.875,1559193.042,15,833876.083,685898.958,1551673.542,1559193.042,1559193.042,1985,6.483,3.875,9.500,22.208,2225.292,2000,2000,0.013474,148439.1,2000,6.591,6.166,6.500,18.333,601.791,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
Full,128,2,2000,9.834594,203.4,2000,4917.175,3.875,9.500,114.333,720962.209,15,654866.114,655426.292,702004.084,720962.209,720962.209,1985,5.722,3.875,9.458,21.958,655.541,2000,2000,0.012909,154930.2,2000,6.257,6.084,7.042,13.958,213.167,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
OsCache,1,0,2000,71.910199,27.8,2000,35954.311,33633.625,42140.084,68191.333,496614.334,2000,35954.311,33633.625,42140.084,68191.333,496614.334,,,,,,,2000,2000,0.007100,281686.8,2000,3.452,3.250,4.167,8.083,49.667,2000,2000,1.0000,2000,1000,628000,512000,1024000,0,0,0,0
OsCache,1,1,2000,74.756617,26.8,2000,37377.315,34050.333,44000.708,74393.917,768814.709,2000,37377.315,34050.333,44000.708,74393.917,768814.709,,,,,,,2000,2000,0.009169,218128.3,2000,4.465,4.083,6.250,11.375,59.125,2000,2000,1.0000,2000,1000,628000,512000,1024000,0,0,0,0
OsCache,1,2,2000,72.723362,27.5,2000,36361.027,32695.375,41956.792,70784.916,753904.125,2000,36361.027,32695.375,41956.792,70784.916,753904.125,,,,,,,2000,2000,0.002820,709209.3,2000,1.378,1.208,1.375,2.583,171.834,2000,2000,1.0000,2000,1000,628000,512000,1024000,0,0,0,0
OsCache,2,0,2000,51.790026,38.6,2000,25894.574,458.041,57638.459,79023.500,738689.875,1000,51774.040,47969.417,63979.958,92075.292,738689.875,1000,15.108,10.750,22.459,107.459,458.041,2000,2000,0.006396,312689.3,2000,3.083,3.083,3.417,6.250,37.958,1000,1000,2.0000,2000,1000,628000,256000,512000,0,0,0,0
OsCache,2,1,2000,46.817149,42.7,2000,23408.106,368.375,52010.166,68003.667,691692.709,1000,46799.141,44188.708,56212.458,88247.666,691692.709,1000,17.071,12.333,22.750,140.416,368.375,2000,2000,0.011077,180549.5,2000,5.350,3.000,4.584,43.000,1152.542,1000,1000,2.0000,2000,1000,628000,256000,512000,0,0,0,0
OsCache,2,2,2000,43.125785,46.4,2000,21562.321,461.000,47411.750,70779.084,783821.333,1000,43109.227,41929.458,53739.000,92383.708,783821.333,1000,15.416,12.375,22.083,60.834,461.000,2000,2000,0.005552,360217.0,2000,2.703,2.625,2.792,5.125,10.208,1000,1000,2.0000,2000,1000,628000,256000,512000,0,0,0,0
OsCache,4,0,2000,18.041171,110.9,2000,9020.355,5.458,40720.709,51912.333,66151.625,500,36060.302,35889.666,49995.583,57821.959,66151.625,1500,7.040,4.000,12.375,35.292,587.250,2000,2000,0.007684,260291.0,2000,3.732,3.541,3.833,8.125,108.917,500,500,4.0000,2000,1000,628000,128000,256000,0,0,0,0
OsCache,4,1,2000,23.115994,86.5,2000,11557.669,5.541,48006.250,61621.917,544569.833,500,46208.404,47904.542,54841.708,118835.708,544569.833,1500,7.424,4.167,12.834,50.208,554.292,2000,2000,0.011244,177879.9,2000,5.533,2.792,4.625,26.750,907.958,500,500,4.0000,2000,1000,628000,128000,256000,0,0,0,0
OsCache,4,2,2000,22.871026,87.4,2000,11435.295,6.917,48054.292,56849.833,792526.833,500,45721.026,47959.542,52406.959,79958.500,792526.833,1500,6.718,4.209,13.167,30.083,530.084,2000,2000,0.008926,224057.2,2000,4.325,4.417,4.750,9.375,111.167,500,500,4.0000,2000,1000,628000,128000,256000,0,0,0,0
OsCache,8,0,2000,16.657023,120.1,2000,8328.285,4.917,54949.916,79989.625,616102.292,250,66575.753,65029.708,78821.875,115224.125,616102.292,1750,7.218,4.375,11.500,39.167,656.000,2000,2000,0.012579,158990.9,2000,6.134,6.042,6.500,19.167,473.875,250,250,8.0000,2000,1000,628000,64000,128000,0,0,0,0
OsCache,8,1,2000,16.727070,119.6,2000,8363.364,4.167,53966.208,76152.458,638391.292,250,66851.658,63946.583,72059.833,230732.750,638391.292,1750,7.893,3.916,10.125,52.500,1853.334,2000,2000,0.008303,240882.8,2000,4.012,3.167,6.167,14.166,123.458,250,250,8.0000,2000,1000,628000,64000,128000,0,0,0,0
OsCache,8,2,2000,17.677030,113.1,2000,8838.392,2.083,62012.500,88749.833,522490.917,250,70686.485,64950.958,84707.583,120005.084,522490.917,1750,2.950,1.959,4.416,14.250,246.291,2000,2000,0.014026,142592.3,2000,6.808,6.125,7.000,29.875,141.292,250,250,8.0000,2000,1000,628000,64000,128000,0,0,0,0
OsCache,16,0,2000,12.828894,155.9,2000,6414.262,4.083,17.333,109832.333,313081.417,125,102519.800,103993.083,111852.625,267836.208,313081.417,1875,7.227,3.959,10.250,57.917,587.709,2000,2000,0.007326,272997.1,2000,3.546,2.791,3.833,12.042,141.875,125,125,16.0000,2000,1000,628000,32000,64000,0,0,0,0
OsCache,16,1,2000,15.082922,132.6,2000,7541.282,3.958,13.250,134793.166,753178.583,125,120576.399,105066.625,141875.917,749192.333,753178.583,1875,5.607,3.916,9.584,31.916,256.458,2000,2000,0.011508,173799.7,2000,5.617,6.167,6.375,12.125,388.875,125,125,16.0000,2000,1000,628000,32000,64000,0,0,0,0
OsCache,16,2,2000,12.852705,155.6,2000,6426.129,2.042,8.000,112426.250,129955.542,125,102771.205,104835.291,115942.875,128982.750,129955.542,1875,3.124,2.000,5.083,15.292,219.958,2000,2000,0.002545,785803.1,2000,1.240,1.208,1.291,2.375,15.625,125,125,16.0000,2000,1000,628000,32000,64000,0,0,0,0
OsCache,27,0,2000,11.205935,178.5,2000,5602.719,2.167,9.292,161782.250,351803.083,74,151326.512,152876.792,177073.375,351803.083,351803.083,1926,3.778,2.125,6.792,18.542,283.000,2000,2000,0.003096,645960.2,2000,1.510,1.209,2.500,4.750,27.666,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
OsCache,27,1,2000,11.375072,175.8,2000,5687.490,1.750,2.375,166944.250,587596.500,74,153672.580,160050.750,174959.125,587596.500,587596.500,1926,1.666,1.708,2.292,5.916,61.541,2000,2000,0.003301,605953.6,2000,1.610,1.208,2.500,4.000,25.750,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
OsCache,27,2,2000,6.066027,329.7,2000,3032.977,1.625,2.167,80922.875,189345.125,74,81936.271,79985.042,81949.375,189345.125,189345.125,1926,1.387,1.584,1.958,4.209,5.500,2000,2000,0.002297,870827.5,2000,1.119,1.042,1.292,2.083,6.083,74,74,27.0000,1998,1000,628000,18944,37888,0,0,0,0
OsCache,32,0,2000,5.854423,341.6,2000,2927.136,2.042,9.625,93915.000,115867.667,62,94312.038,92848.292,96689.459,115867.667,115867.667,1938,3.574,2.000,9.500,17.917,128.250,2000,2000,0.011781,169761.3,2000,5.769,6.042,6.416,13.250,786.291,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
OsCache,32,1,2000,6.812773,293.6,2000,3406.304,2.000,4.292,99477.167,387457.792,62,109791.032,94888.167,140229.750,387457.792,387457.792,1938,2.871,2.000,4.042,13.500,207.875,2000,2000,0.002525,792092.1,2000,1.230,1.208,1.292,2.333,4.542,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
OsCache,32,2,2000,10.006632,199.9,2000,5003.198,3.042,10.000,177672.459,629779.541,62,161228.917,165744.583,195667.459,629779.541,629779.541,1938,5.265,2.375,9.750,39.042,336.791,2000,2000,0.005530,361658.2,2000,2.694,2.625,2.709,5.167,21.000,62,62,32.0000,1984,1000,628000,15872,31744,0,0,0,0
OsCache,64,0,2000,10.767143,185.8,2000,5383.495,2.125,4.083,342673.667,394801.416,31,347126.144,346117.500,392113.875,394801.416,394801.416,1969,3.088,2.084,4.000,12.083,391.333,2000,2000,0.002344,853105.8,2000,1.142,1.042,1.209,2.875,32.792,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
OsCache,64,1,2000,13.209112,151.4,2000,6604.520,1.792,2.084,393914.875,928737.916,31,425982.710,411772.541,441856.375,928737.916,928737.916,1969,1.816,1.792,2.042,7.791,238.334,2000,2000,0.003352,596681.0,2000,1.643,1.375,1.459,2.667,476.042,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
OsCache,64,2,2000,13.355108,149.8,2000,6677.509,1.792,4.667,386980.708,1143081.875,31,430673.573,402464.667,490166.459,1143081.875,1143081.875,1969,2.101,1.791,4.334,10.417,54.375,2000,2000,0.006567,304568.6,2000,3.198,3.084,3.292,6.083,16.958,31,31,64.0000,1984,1000,628000,7936,15872,0,0,0,0
OsCache,128,0,2000,12.740085,157.0,2000,6369.963,2.958,9.500,34.250,1070545.333,15,848767.964,808941.875,1046361.000,1070545.333,1070545.333,1985,4.235,2.958,9.458,14.667,117.375,2000,2000,0.005435,368002.2,2000,2.645,2.417,2.542,4.834,56.125,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
OsCache,128,1,2000,12.785570,156.4,2000,6392.719,1.875,5.208,45.792,955700.500,15,851940.514,858661.500,946716.958,955700.500,955700.500,1985,3.189,1.875,5.084,13.334,156.791,2000,2000,0.003515,569010.3,2000,1.712,1.625,1.792,3.167,17.125,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
OsCache,128,2,2000,13.410141,149.1,2000,6705.022,1.750,4.125,14.625,1551413.542,15,893741.711,853774.625,994389.291,1551413.542,1551413.542,1985,1.974,1.708,4.083,7.000,20.666,2000,2000,0.002518,794294.4,2000,1.225,1.208,1.291,2.334,8.959,15,15,128.0000,1920,1000,628000,3840,7680,0,0,0,0
[summary_by_b_commit]
durability,b_commit,reps,put_ops_per_s_mean,put_ops_per_s_min,put_ops_per_s_max,put_ops_per_s_cv,put_all_mean_us,put_all_p50_us,put_all_p99_us,put_commit_mean_us,put_noncommit_mean_us,put_noncommit_p50_us,commit_vs_noncommit_ratio,get_ops_per_s_mean,get_mean_us,get_p50_us,get_p99_us,commits,realized_batch
Full,1,3,30.6,29.7,31.7,0.0332,32714.83,32022.597,49116.3,32714.8,,,,162135.0,6.034,5.222,16.431,2000,1.0
Full,2,3,47.7,42.6,50.4,0.0926,21081.12,415.847,61624.2,42147.3,14.923,11.792,2824.4,228529.3,4.851,3.82,14.181,1000,2.0
Full,4,3,85.13,83.1,86.6,0.0213,11748.89,9.986,56743.2,46963.0,10.86,5.514,4324.5,197040.5,5.004,4.486,17.416,500,4.0
Full,8,3,116.2,111.5,122.9,0.0513,8620.09,6.764,77921.4,68899.2,8.799,4.889,7830.0,230222.0,4.833,4.403,11.625,250,8.0
Full,16,3,128.0,122.5,132.5,0.0396,7821.8,6.639,128710.8,125023.4,8.362,4.945,14950.8,171267.8,5.644,6.083,12.944,125,16.0
Full,27,3,151.7,127.7,168.7,0.1409,6687.25,2.861,178825.4,180610.1,4.854,2.736,37211.1,289901.3,4.03,3.528,11.5,74,27.0
